StartDate,EndDate,Status,Progress,Duration__in_seconds_,Finished,RecordedDate,study_id,Day,Q27,Q1,Q3,Q6,Q4_1,Q4_2,Q4_3,Q4_4,Q4_5,Q4_6,Q4_7,Q4_8,Q4_9,Q4_10,Q4_11,Q4_12,Q4_13,Q5_1,Q5_2,Q5_3,Q5_4,Q5_5,Q5_6,Q5_7,Q5_8,Q5_9,Q5_10,Q5_11,Q5_12,Q7,Q8_1,Q8_2,Q8_3,Q8_4,Q8_5,Q8_6,Q8_7,Q8_8,Q8_9,Q8_10,Q8_11,Q8_12,Q8_13,Q9_1,Q9_2,Q9_3,Q9_4,Q9_5,Q9_6,Q9_7,Q9_8,Q9_9,Q9_10,Q9_11,Q9_12,Q11,Q12,Q13,Q14_1,Q14_2,Q14_3,Q14_4,Q14_5,Q14_6,Q14_7,Q14_8,Q14_9,Q14_10,Q14_11,Q14_12,Q14_13,Q15_1,Q15_2,Q15_3,Q15_4,Q15_5,Q15_6,Q15_7,Q15_8,Q15_9,Q15_10,Q15_11,Q15_12,Q16,Q17_1,Q17_2,Q17_3,Q17_4,Q17_5,Q17_6,Q17_7,Q17_8,Q17_9,Q17_10,Q17_11,Q17_12,Q17_13,Q18_1,Q18_2,Q18_3,Q18_4,Q18_5,Q18_6,Q18_7,Q18_8,Q18_9,Q18_10,Q18_11,Q18_12,Q19_1,Q19_2,Q19_3,Q19_4,Q20_1,Q20_2,Q20_3,Q20_4,Q20_5,Q20_6,Q20_7,Q20_8,Q21_1,Q21_2,Q22_1,Q23_1,Q24_1,Q24_2,Q24_3,Q24_4,Q24_5,Q24_6,Q24_7,Q24_8,Q24_9,Q24_10,Q24_11,Q24_12,Q25_1,Q25_2,Q25_3,Q25_4,Q25_5,Q25_6,Q25_7,Q25_8,Q25_9,Q25_10,Q25_11,Q25_12,Q30_1,Q30_2,Q30_3,Q30_4
2019-04-29T16:39:33Z,2019-04-29T16:58:15Z,0,100,1121,1,2019-04-29T16:58:15Z,67,1,22,4,1,"I got a ride to school from public safety officer, and I had a meaningful conversation with him about his life and his kids and why I needed a ride to campus and everything. He was really caring and worried about me and I appreciated the sentiment.",1,7,6,6,6,1,2,6,1,2,6,6,2,1,2,5,4,5,4,4,4,1,1,1,5,"Someone talked to me about a problem going on with someone else and what they were doing to help. I didn’t fully understand why they were getting involved in someone else’s business and why they were telling me, so I kind did a fake “awesome”!",2,6,6,6,3,6,6,5,6,3,3,6,6,4,3,2,3,3,3,4,2,2,2,4,3,4,2,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,4,6,4,4,1,1,5,3,1,1,1,37,3,17,4,5,NA,1,1,1,4,2,4,1,1,1,6,5,4,1,6,5,6,6,6,6,1,1,4,5,6,5
2019-04-30T19:47:15Z,2019-04-30T19:48:03Z,0,13,48,0,2019-05-07T19:48:24Z,67,2,23,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,67,3,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,67,4,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,67,5,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-04-29T16:19:16Z,2019-04-29T16:39:10Z,0,100,1194,1,2019-04-29T16:39:10Z,68,1,22,4,2,I was driving to Syracuse with my friends. It was authentic because we had good conversation on the way there,1,3,7,7,7,1,2,6,2,2,6,7,2,1,1,3,3,4,2,3,4,1,2,1,3,while I was nannying I had a conversation with a neighbor. I felt like it was very forced and dint feel genuine beaus we don't really know eachother,3,2,4,6,4,2,4,4,4,2,2,3,4,1,1,2,2,3,1,3,3,1,1,2,3,4,2,I was able to sit down and plan out my week- I set personal goals often during this time,2,4,5,7,6,2,3,4,2,2,3,4,2,1,1,2,1,3,2,3,4,1,2,1,1,going through social media,3,2,4,6,4,4,4,6,2,2,2,4,5,1,1,1,1,2,1,4,4,1,2,2,1,5,5,5,2,3,4,1,7,3,3,1,1,3,11,15,40,3,4,2,1,1,2,3,2,1,5,1,3,3,3,5,2,3,3,1,3,3,4,1,1,3,6,3,3
2019-04-30T16:22:01Z,2019-04-30T16:35:49Z,0,100,828,1,2019-04-30T16:35:50Z,68,2,23,2,4,when I came home from work and school I had a conversation with my roommate about what was bothering us today,2,2,4,7,4,2,2,6,2,2,6,4,2,1,3,1,1,2,3,2,2,2,1,3,4,most of my interactions were with strangers such as at the grocery store so they felt very inauthentic,2,2,5,6,6,2,2,6,4,2,2,6,2,1,2,2,1,2,2,3,3,1,1,2,4,2,2,A very short time after class I was able to sit a make a list of things I wanted to get done in the next 24 hours to help calm my nerves and to give me a plan,2,2,4,6,5,4,4,5,2,2,2,6,2,2,3,2,1,2,3,2,2,1,2,1,2,just not having much time at all to really sit down and be calm with myself most of my time felt inauthentic,2,2,4,7,4,5,4,4,4,4,3,3,5,1,3,1,1,2,3,1,2,1,2,2,3,4,4,6,3,3,2,2,4,3,3,2,3,4,0,50,150,3,2,2,3,2,4,2,1,1,5,2,2,3,4,6,5,3,3,4,5,2,2,2,3,3,6,5,2
NA,NA,NA,NA,NA,NA,NA,68,3,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-05-02T20:21:59Z,2019-05-02T20:29:40Z,0,100,460,1,2019-05-02T20:29:41Z,68,4,25,4,2,Spent the day working and then came home with my best friend,4,4,5,7,5,2,3,5,3,3,5,5,3,2,1,4,4,3,3,3,3,1,1,1,2,The patrons I had to interact with at the GAC,4,4,6,7,4,4,3,5,3,3,4,4,3,1,1,1,2,1,1,3,2,1,1,1,2,3,2,When I was able to sit and listen to some music think and fold my laundry,4,4,5,7,4,3,4,5,4,4,5,5,2,1,1,4,4,3,3,4,4,1,1,1,3,Was not alone that much today maybe the times I was alone at work,3,2,5,7,4,4,4,5,3,4,4,3,3,1,1,3,3,1,1,2,2,1,1,1,3,4,4,2,3,6,6,3,1,6,6,2,2,3,30,70,160,4,3,3,2,3,2,4,5,4,2,1,1,5,4,4,4,5,5,3,3,5,4,3,3,5,3,2,6
2019-05-03T16:28:24Z,2019-05-03T16:56:50Z,0,100,1705,1,2019-05-03T16:56:50Z,68,5,26,3,3,Coming home and breaking down my day with my roommate,2,5,6,7,5,2,3,5,2,2,6,6,2,2,1,4,3,3,1,4,4,1,2,1,3,I had a meeting with someone about a job and the whole interaction felt very inauthentic,5,2,4,6,6,4,4,3,4,3,2,5,4,3,3,3,3,3,1,3,2,1,2,2,3,4,3,When I was nannying and holding the baby while he slept I was able to just think about what I had going on,4,5,5,7,5,3,3,5,2,3,5,5,3,2,2,2,2,4,3,4,4,1,1,2,3,At my job just not really wanting to be there,2,5,3,7,5,5,4,4,5,5,4,4,6,2,2,2,1,2,1,3,3,2,1,2,2,3,4,3,5,3,2,2,7,2,1,2,2,3,25,60,160,3,4,3,2,1,2,4,1,3,2,2,2,3,4,5,5,5,4,2,3,4,5,3,2,4,5,2,4
2019-04-22T22:12:53Z,2019-04-22T22:23:27Z,0,100,634,1,2019-04-22T22:23:28Z,69,1,15,4,2,I was talking to my coworker and we were just talking about my schedule for next week during finals. She told me not to worry even if I was having pressure from my boss to not come in too much and study for my exams. It felt very authentic because I really appreciated it and then I was thankful and expressed my gratitude for the advice.,2,5,6,6,6,2,2,7,2,1,7,6,1,2,2,4,4,4,4,3,5,1,2,1,4,In one of my jobs I have to approach patients in the ER. I went to talk to a patient and it felt very forced and inauthentic. Both myself and the patient were acting in a very forced way to make sure we were nice but neither of us really cared about the other.,7,6,6,5,1,6,2,6,5,2,1,6,1,1,2,2,1,1,1,4,4,1,3,1,1,4,2,I was on break eating my lunch. It felt authentic because I was just playing on my phone and enjoying alone time.,2,5,6,7,6,1,1,7,1,1,3,6,2,2,3,3,4,4,3,5,5,2,2,1,4,Before class I was by myself in a coffee shop. I was avoiding conversation with someone I knew so I was turned away and forcing myself to be alone. It felt inauthentic because I wasn't actually alone I was forcing it on myself.,7,5,1,6,1,4,6,3,6,5,2,3,2,3,4,2,2,1,2,2,2,2,3,3,1,4,3,4,5,4,5,1,3,5,5,1,2,2,15,8,200,4,3,4,3,4,4,4,2,3,3,2,2,6,5,3,2,6,5,2,2,6,6,1,2,5,3,5,6
2019-04-23T16:00:50Z,2019-04-23T17:10:04Z,0,100,4153,1,2019-04-23T17:10:04Z,69,2,16,4,2,I was sitting next to my friend in her room and we were talking about our summer plans with each other since we're living in a house together.,2,7,6,7,7,3,1,7,1,2,7,6,2,2,3,5,4,5,5,4,5,1,2,2,5,My TA was talking to me trying to help me in physics but neither of us really wanted to be there so it was a very uninteresting conversation and was done out of politeness.,6,5,3,7,2,5,6,4,5,6,1,2,7,4,4,1,1,3,1,2,2,2,3,4,4,4,2,I was stressed about exams and MCAT studying so I went home and meditated for a little bit then laid down. It felt authentic because I was taking care of myself.,1,7,7,6,6,3,2,5,2,6,6,6,2,5,4,4,4,4,5,5,5,2,2,1,5,Same thing as yesterday I was avoiding someone in the library and tried to look very busy so the girl wouldn't sit with me. It feels inauthentic because I'm forcing myself to be alone.,7,5,1,7,2,6,2,6,6,2,1,3,6,4,5,2,2,2,1,2,3,3,4,5,1,4,3,5,2,NA,7,5,1,6,7,2,1,1,30,15,200,4,4,5,4,4,4,5,2,4,3,1,3,6,6,2,3,6,7,1,2,7,6,1,1,5,2,7,5
2019-04-24T22:10:37Z,2019-04-24T22:16:19Z,0,100,342,1,2019-04-24T22:16:20Z,69,3,17,4,2,My boyfriend came and brought me a cupcake in the middle of the day before my exam. We had a fight so it meant a lot that he took time out of day to cheer me up.,3,3,6,7,4,3,4,6,3,4,6,3,5,2,5,3,4,4,3,4,5,4,4,5,3,I was at work and the person I don’t like needed help. I know he felt obligated to say it and he didn’t actually want to help me.,7,3,6,3,3,7,1,7,4,6,7,4,4,2,3,4,4,5,1,3,4,4,5,3,2,2,4,I spent time just decompressing in my room after the fight I had with my boyfriend.,2,5,3,5,5,7,3,1,6,3,4,7,5,2,5,4,3,5,5,5,1,3,3,4,4,I was on my phone and I was looking at Instagram and it looked really fake as always I felt like I wasted my time.,2,6,7,4,5,6,7,5,2,4,2,5,4,4,5,5,3,5,1,1,3,1,3,2,2,3,3,4,5,4,4,2,6,6,2,5,6,6,0,20,400,3,3,4,4,5,1,4,2,2,4,2,5,5,6,5,6,3,2,4,2,2,4,5,4,5,7,5,1
2019-04-25T18:12:31Z,2019-04-25T19:06:02Z,0,100,3211,1,2019-04-25T19:06:03Z,69,4,18,4,2,My mom knows I was having a hard day after I didn't get a job and then didn't do well on my exam. So she called me and talked about my day and made sure I was okay.,1,6,3,7,6,5,1,6,2,2,6,2,5,3,3,5,2,5,5,4,4,4,2,1,5,A colleague was helping me at work and she was trying to ask about my normal life while critiquing my work. She was being really harsh so I know she wasn't actually interested in my life she was just trying to lessen the blow.,2,6,3,6,7,6,7,2,2,6,6,3,5,5,5,1,3,2,1,3,3,2,2,4,5,4,1,I relaxed in my room after work and did what I enjoyed. It felt authentic since I was doing what I enjoyed after a rough day.,1,7,7,7,7,2,2,6,5,2,6,6,2,2,3,4,4,4,5,4,4,2,2,2,4,"I was just working by myself, but it felt inauthentic since I was doing things that I didn't enjoy.",3,6,4,6,6,2,5,5,5,4,2,5,3,4,4,2,2,3,3,3,3,2,4,2,4,3,4,5,2,6,6,3,2,7,6,2,2,2,0,15,150,3,4,2,3,4,4,4,2,5,3,2,2,4,6,2,5,4,4,4,5,7,3,1,1,5,4,5,5
2019-04-26T17:21:53Z,2019-04-26T17:28:42Z,0,100,408,1,2019-04-26T17:28:42Z,69,5,19,2,3,My boyfriend was calming me down after a panic attack and showed he really cared about me,6,6,2,6,2,7,6,2,6,6,6,2,7,5,5,2,4,4,5,1,4,3,3,4,4,"Some people in my sorority were drunk talking about how much they loved each other. Wasn’t very true and I was part of the conversation as well,",2,6,5,7,2,6,4,2,6,5,5,6,2,4,4,3,2,4,5,4,3,2,3,2,2,1,1,I was not alone today,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,I was not alone today,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,20,100,4,4,4,1,2,3,5,4,5,3,3,3,6,6,2,2,6,7,4,2,6,5,1,2,6,1,2,7
2019-04-29T19:50:45Z,2019-04-29T20:05:30Z,0,100,884,1,2019-04-29T20:05:30Z,70,1,22,4,2,I disclosed personal information to my best friend. I was talking about a sensitive subject and my feelings and most authentic reactions were brought up.,3,6,5,7,6,2,6,NA,5,5,5,3,3,4,4,2,2,2,5,2,3,4,4,2,4,I was talking about the weather with one of my friends but we are not close so it was also awkward.,2,2,3,5,3,6,2,2,5,5,2,3,5,3,3,2,2,1,1,3,2,3,3,2,2,2,4,I did not have a time alone where I felt authentic.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I was trying to write a paper that I have no feelings about, do not care about, yet I have been spending so much time working on it. If I do something I do it 100% but I am not doing that with this paper.",6,3,2,2,2,6,6,2,6,6,2,2,6,4,4,1,1,1,1,1,1,4,4,4,1,1,1,1,6,3,6,1,3,4,2,5,1,1,32,30,60,2,1,1,5,3,5,1,1,2,5,5,5,3,3,6,6,2,3,6,6,5,5,2,6,1,6,7,2
2019-04-30T16:09:39Z,2019-04-30T16:21:40Z,0,100,721,1,2019-04-30T16:21:41Z,70,2,23,5,1,"I went to get bubble tea with my best friends. We had normal, friendly, authentic conversation.",3,5,6,6,5,2,3,5,2,2,6,5,2,1,2,4,4,4,4,3,3,1,2,2,4,I had a friend review a paper and vis versa and I did not give constructive criticism.,6,4,3,3,4,4,6,3,5,4,3,3,6,3,4,1,1,1,1,1,1,1,3,3,3,5,1,I was just sitting quietly watching Youtube videos and eating a salad.,1,3,6,6,5,1,1,6,1,1,1,5,1,1,1,1,4,4,3,5,3,1,4,1,1,when I was taking my exam this morning,5,4,3,3,3,4,6,2,6,5,2,2,5,4,4,1,2,1,1,1,2,1,3,1,1,2,3,1,6,4,4,1,3,4,4,1,1,3,7,19,31,2,2,2,4,3,3,3,3,3,4,3,3,7,4,6,6,4,4,4,5,7,5,2,5,4,5,6,5
2019-05-01T18:35:05Z,2019-05-01T18:56:16Z,0,100,1271,1,2019-05-01T18:56:17Z,70,3,24,4,2,sitting on the porch with friends and taking pictures,4,4,5,4,5,4,5,5,3,4,5,5,3,2,2,5,4,4,5,4,2,2,3,2,5,when i was talking to my friend about a sensitive subject,2,2,2,2,2,6,6,3,6,6,2,2,6,4,5,2,2,2,2,2,2,4,4,4,2,2,4,sitting on the porch of PRR and taking a nap,1,5,6,6,5,2,2,6,2,2,5,4,2,2,2,4,2,1,1,5,5,1,2,1,4,writing the rest of my paper that i don't care about,7,7,2,2,2,6,7,2,6,6,2,2,6,3,4,2,2,2,2,2,2,3,4,3,3,6,3,5,4,3,4,4,3,3,5,3,4,1,41,22,46,3,2,1,4,4,3,3,2,3,4,3,4,3,2,5,5,2,2,5,6,4,6,4,3,3,5,5,6
2019-05-02T16:08:47Z,2019-05-02T16:38:43Z,0,100,1795,1,2019-05-02T16:38:43Z,70,4,25,1,1,I have literally been alone all day in the library studying. The only interaction I had was to get food.,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,I have literally been alone all day in the library studying. The only interaction I had was to get food.,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,3,4,i was writing a paper i just don't want to do and have no feelings about.,5,3,3,3,3,6,6,4,6,6,3,3,6,3,3,2,2,2,2,2,2,3,3,2,2,i was trying to submit an application for a job i don't want but will pay me well,6,3,3,4,2,5,6,3,6,3,3,6,6,1,3,1,1,1,1,1,1,1,1,1,1,5,4,4,5,4,5,5,3,4,4,4,4,2,29,28,51,2,2,1,4,1,3,1,2,2,5,3,3,3,6,3,5,4,5,4,5,4,6,2,5,3,6,6,4
2019-05-03T22:02:22Z,2019-05-03T22:12:51Z,0,100,628,1,2019-05-03T22:12:51Z,70,5,26,3,4,I got lunch with my friends,5,2,6,6,5,2,2,5,2,2,6,6,2,1,2,2,1,2,4,3,4,2,3,3,2,Told my friend she looked fine but she didn’t,4,3,4,2,3,4,3,2,5,2,3,3,5,2,4,3,NA,3,2,NA,4,NA,3,5,3,4,4,Finally finished my paper and felt good,4,3,5,6,6,1,5,6,4,2,4,6,3,3,3,3,4,5,2,2,2,1,1,5,2,Had a glass of wine bc I’m afraid of feeling something,5,3,1,3,3,6,6,3,7,5,2,1,6,5,3,2,3,1,1,1,1,4,3,5,5,4,4,5,3,7,2,4,7,4,1,4,4,2,3,30,46,2,3,2,4,4,5,3,2,2,3,4,4,5,1,4,2,4,5,2,4,4,2,7,7,2,5,4,5
2019-04-22T16:01:29Z,2019-04-24T11:00:00Z,0,100,154711,1,2019-04-24T11:00:01Z,71,1,15,3,3,"A group of classmates and I were discussing what makes a language beautiful, and many of them spoke from personal experiences as foreigners. The discussion felt very genuine because many were talking about their personal lives and how their experiences made them feel.",2,6,6,6,4,2,2,5,3,2,5,6,3,2,2,4,3,3,3,4,3,1,1,1,4,"Not an interaction I've had, but one that I've witnessed. 
A friend of mine is an extremely social person, but I've noticed she's also two-faced when it comes to certain people. Her interaction with one of her classmates felt extremely inauthentic because my friend wasn't expressing her own thoughts and feelings but masking them with an image she wants to keep. This however made me feel anxious about if the image she puts out to me is a mask.",4,6,5,5,4,2,5,5,3,4,4,6,4,3,3,2,2,2,3,2,3,2,1,4,3,4,2,"I feel most like myself when I'm alone because it's the only time I'm able to sit down with my thoughts, reflect, and try to understand my thoughts/behaviors/interactions with people throughout the day. I thought about why I'm very tense and awkward in public as a defence mechanism against human-human interactions. I'm decently self-aware and highly introverted and enjoy my own company, so during my alone times I can really sit down with myself and think through why I am the way I am.",1,7,6,6,5,2,3,5,2,1,7,6,2,1,3,4,2,4,4,4,5,1,1,3,4,"I am most inauthentic with myself when preparing for social interactions. Sometimes I reherse the things I might need to say or do during various social interactions during the day. This usually happens in the morning while I get ready. This is when I'm most ingenuine with myself, as I practice putting out this image to people. Mostly because I'm socialy incompetent and only have a set of reactions to people I can put out. This isn't because I'm concerned about what other people thing, but more so because I like to have distinct ""identities"" when alone vs. when around people.",2,5,3,6,5,4,3,5,5,1,4,5,4,2,3,2,3,4,4,4,4,1,1,3,4,7,6,7,2,7,7,1,1,6,7,1,1,4,41,89,10,4,4,3,3,3,2,4,3,3,2,2,2,5,6,3,2,7,6,2,2,5,5,1,2,6,2,5,5
NA,NA,NA,NA,NA,NA,NA,71,2,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-04-24T18:49:59Z,2019-04-24T21:25:26Z,0,100,9327,1,2019-04-24T21:25:27Z,71,3,17,4,2,"During a class discussion with a group of female classmates, we discussed the issues we face as females in everyday social situations. Many of them seemed to speak genuinely.",2,6,6,6,5,2,2,5,2,2,6,6,2,2,3,3,3,4,3,3,4,3,1,3,4,"My friends are very outgoing people and I'm the complete opposite. Whenever we're out as a group, it's too exhausting for me to express my thoughts and feelings so I go with what they want to do because it'd be a waste of energy of me to try and capture everybody's attention.",2,5,5,6,3,5,5,4,5,2,4,4,4,2,3,2,3,3,4,4,4,2,2,3,4,5,1,I felt unusually emotional today so I sat down and wrote about how I felt throughout the day to try and understand my feelings more.,2,6,6,6,5,2,4,6,3,2,6,6,3,1,3,3,3,3,4,4,4,1,1,4,4,I can't think of one for today.,4,4,4,4,4,4,4,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,6,1,7,7,1,1,6,7,1,1,3,38,87,10,4,4,3,3,2,2,4,4,3,2,1,1,4,5,4,3,6,6,1,2,4,5,1,2,5,4,4,6
2019-04-25T18:41:47Z,2019-04-25T18:49:57Z,0,100,489,1,2019-04-25T18:49:58Z,71,4,18,5,1,I sat down with a distraught friend this morning to comfort them and we started talking about how we feel about ourselves. I think that was the most authentic moment for me because I was extremely self-aware in talking about my experiences and things that help me when I'm having inner crises.,2,7,7,6,7,1,2,5,2,1,7,7,2,2,3,3,4,4,4,4,4,1,1,3,4,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,"After my conversation with my distraught friend I sat down and contemplated all the times I nearly lost control of my emotions and what could have lead to those types of reactions from me, someone who believes they're emotionally incompetent most of the time.",3,6,6,6,5,2,3,4,2,2,6,6,4,3,3,3,3,4,4,4,4,1,1,3,4,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,7,1,7,7,1,1,6,7,1,1,2,13,70,13,5,4,4,3,3,1,4,4,4,1,1,1,5,6,1,2,7,7,1,2,5,6,1,1,6,1,4,6
2019-04-26T17:35:05Z,2019-04-26T18:38:10Z,0,100,3784,1,2019-04-26T18:38:10Z,71,5,19,5,1,Some online friends were curious about my cultural and religious upbringing so we discussed differences in our cultures and upbringings and how we adapted to different cultures when exposed to them.,2,6,6,6,7,1,2,6,2,1,7,6,2,1,3,3,4,4,4,3,4,1,1,3,4,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,"After a discussion with friends I continued thinking about what effects exposure to different cultures as an international student had on me, or lack thereof.",3,7,6,6,6,2,3,4,2,2,6,6,2,2,2,4,3,4,4,4,4,1,1,3,4,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,1,6,6,1,1,6,7,1,1,2,47,35,15,4,4,4,2,3,1,4,3,5,2,1,1,5,6,1,1,6,6,1,2,6,6,1,1,6,2,3,6
